model,accuracy,macro_f1,recall_attack,roc_auc,FAR,notes
LogisticRegression,0.9803862917699342,0.9779357566600211,0.9767801857585139,0.9978058388312445,0.017827476038338657,{'C': 1.0}
RandomForest,0.9984189385522605,0.9982157633071267,0.9976780185758514,0.9998795446377643,0.0012140575079872204,"{'n_estimators': 100, 'max_depth': None}"
MLP (neural network),0.9942739936757542,0.9935379594918512,0.9913570691434469,0.9997752491781984,0.004281150159744409,"{'hidden_layer_sizes': (64, 32)}"
