model,accuracy,macro_f1,recall_attack,roc_auc,FAR,notes
LogisticRegression,0.9720919298324172,0.9418700313379369,0.8329990342470842,0.9914678649223714,0.003229292982548637,{'C': 1.0}
RandomForest,0.9983655923608235,0.9968013017691723,0.9922739766733526,0.9999246865987438,0.0005535930827226235,"{'n_estimators': 300, 'max_depth': 20}"
MLP (neural network),0.9949288584894044,0.9900792234670658,0.9813535398558799,0.9993886585973573,0.0026625191121421414,"{'hidden_layer_sizes': (64, 32)}"
